"exam_year","question_number","question_text","option_1","option_2","option_3","option_4","option_5","correct_option_number","correct_option_text","subject_name","section_name"
"2024","1","¿Qué fomentarán los poderes públicos según la redacción del artículo 43 de la Constitución?","La salud pública y los hábitos saludables de vida.","Las actividades preventivas de la salud, incluyendo el ejercicio físico y la alimentación saludable.","La educación sanitaria, la educación física y el deporte.","El uso racional de los servicios y recursos sanitarios.","","3","La educación sanitaria, la educación física y el deporte.","LEGISLACION","DERECHO"
"2024","2","¿Cuál de éstos no es un órgano institucional del Principado de Asturias, según la Ley Orgánica 7/1981, del Estatuto de Autonomía del Principado de Asturias?","La Junta General.","El Consejo de Gobierno.","El Presidente.","El Tribunal Superior de Justicia.","","4","El Tribunal Superior de Justicia.","LEGISLACION","DERECHO"
"2024","3","Conforme a la Ley 41/2002, de Autonomía del Paciente, el consentimiento informado será:","Verbal por regla general, si bien la Ley añade los casos en los que ha de ser escrito.","Verbal en todo caso.","Escrito en todo caso.","Escrito por regla general, si bien la Ley añade los casos en los que bastará la forma verbal.","","1","Verbal por regla general, si bien la Ley añade los casos en los que ha de ser escrito.","LEGISLACION","DERECHO"
"2024","4","¿Cuál de estas modalidades no integra la cartera común de servicios del Sistema Nacional de Salud?","Cartera común básica de servicios asistenciales.","Cartera común suplementaria.","Cartera de servicios complementaria.","Cartera de servicios accesorios.","","3","Cartera de servicios complementaria.","LEGISLACION","DERECHO"
"2024","5","¿Cuál de las siguientes no aparece descrita como profesión sanitaria de nivel de diplomados en la Ley de ordenación de las profesiones sanitarias?","Ópticos-optometristas.","Higienistas dentales.","Logopedas.","Fisioterapeutas.","","2","Higienistas dentales.","LEGISLACION","DERECHO"
"2024","6","¿Qué se puede concertar en materia de negociación colectiva de los empleados públicos, según el Texto Refundido del Estatuto Básico del Empleado Público?","Pactos y Acuerdos.","Convenios Colectivos.","Pactos y Convenios Colectivos.","Solo Pactos.","","1","Pactos y Acuerdos.","LEGISLACION","DERECHO"
"2024","7","El personal estatutario temporal:","Firma contratos temporales de trabajo.","Tiene un nombramiento temporal, y no un contrato de trabajo.","Tiene un nombramiento temporal, que se formaliza a través de un contrato de trabajo.","Tiene un nombramiento o un contrato, son términos equivalentes y, por tanto, se pueden utilizar de forma alternativa.","","2","Tiene un nombramiento temporal, y no un contrato de trabajo.","LEGISLACION","DERECHO"
"2024","8","¿Cuál de las siguientes no es una situación administrativa del personal estatutario?","Servicios especiales.","Servicios bajo otro régimen jurídico.","Suspensión de funciones.","Comisión de Servicios.","","4","Comisión de Servicios.","LEGISLACION","DERECHO"
"2024","9","Conforme a la definición del Decreto 7/2013, sobre tiempo de trabajo y régimen de descansos en el ámbito de los centros e instituciones del SESPA, el personal que realiza su jornada laboral entre las 8 y las 22 horas, en horario de mañana y tarde, de lunes a viernes, señale el turno correcto:","Turno rotatorio de mañanas y tardes.","Turno rotatorio.","Turno fijo diurno.","Turno diurno rotatorio.","","3","Turno fijo diurno.","LEGISLACION","DERECHO"
"2024","10","El tratamiento de los datos personales de un menor de edad, conforme a la Ley Orgánica 3/2018, únicamente podrá fundarse en su consentimiento cuando:","Sea mayor de 14 años.","Sea emancipado o mayor de 16 años.","Sea mayor de 16 años.","Sea mayor de 18 años.","","1","Sea mayor de 14 años.","LEGISLACION","DERECHO"
"2024","11","En relación con los datos personales, ¿cuál de los siguientes no está contemplado como un derecho de las personas?","Acceso.","Rectificación.","Limitación del tratamiento.","Interoperatividad.","","4","Interoperatividad.","LEGISLACION","DERECHO"
"2024","12","La Ley de Salud del Principado de Asturias no menciona, en su capítulo de ordenación territorial:","Las Áreas de Salud.","Las Gerencias de Salud.","Las Zonas Básicas y Especiales de Salud.","Los Distritos de Salud.","","2","Las Gerencias de Salud.","LEGISLACION","DERECHO"
"2024","13","¿Cuál de éstos no es un órgano central de la Dirección Gerencia del SESPA?","Secretaría General.","Dirección de Atención y Evaluación Sanitaria.","Dirección de Salud Mental.","Dirección de Salud Pública.","","4","Dirección de Salud Pública.","LEGISLACION","DERECHO"
"2024","14","¿Cuál es el plazo general de conservación de la documentación clínica?","Cinco años contados desde la fecha del alta de cada proceso asistencial o desde el fallecimiento del paciente.","Cinco años contados desde la fecha de creación o incorporación del documento.","Diez años contados desde la fecha del alta de cada proceso asistencial o desde el fallecimiento del paciente.","Diez años contados desde la fecha de creación o incorporación del documento.","","1","Cinco años contados desde la fecha del alta de cada proceso asistencial o desde el fallecimiento del paciente.","LEGISLACION","DERECHO"
"2024","15","Si nos referimos al mapa sanitario de Asturias, señale la respuesta correcta:","Está configurado por ocho Zonas Básicas de salud.","Está configurado por tres Zonas Básicas de salud.","Está configurado por ocho Áreas de Salud.","Está configurado por tres Áreas de Salud.","","3","Está configurado por ocho Áreas de Salud.","LEGISLACION","DERECHO"
"2024","16","¿Cuál de los siguientes grupos no se incluye en los grupos de obligaciones morales que establece el Código Deontológico de la Enfermería Española?","La Enfermera/o y el ser humano.","La Enfermera/o y la sociedad.","La Enfermera/o y la salud.","La Enfermera/o y el ejercicio profesional.","","3","La Enfermera/o y la salud.","LEGISLACION","DERECHO"
"2024","17","La obligación de prevenir el daño, eliminar el daño o hacer el bien a otros, ¿a qué principio fundamental de la bioética se corresponde?","Justicia.","Beneficencia.","No maleficencia.","Auxilio.","","2","Beneficencia.","LEGISLACION","DERECHO"
"2024","18","¿Cuál de los siguientes sistemas se utiliza para evaluar la calidad de la evidencia y formular las recomendaciones?","GRADE.","CINAHL.","CUIDEN.","SciELO.","","1","GRADE.","LEGISLACION","DERECHO"
"2024","19","Señale la opción incorrecta sobre las Guías de Buenas Prácticas elaboradas por La Asociación de Enfermeras y Enfermeros Registrados de Ontario (RNAO):","Son documentos desarrollados sistemáticamente y basados en la evidencia.","Promueven la coherencia y la excelencia en los cuidados clínicos.","Se elaboran siguiendo rigurosas normas nacionales de desarrollo.","Promueven entornos de trabajo saludables.","","3","Se elaboran siguiendo rigurosas normas nacionales de desarrollo.","LEGISLACION","DERECHO"
"2024","20","El Método Hanlon de priorización de problemas establece cuatro criterios que permiten definir las prioridades en salud, señale cuál no es uno de esos criterios:","Magnitud.","Equidad.","Gravedad.","Factibilidad.","","2","Equidad.","LEGISLACION","DERECHO"
"2024","21","El total de defunciones de menores de un año de vida, pertenecientes a un determinado ámbito, por cada 1.000 nacidos vivos en ese ámbito, se denomina:","Tasa de mortalidad infantil.","Tasa de mortalidad infantil neonatal.","Tasa de mortalidad infantil neonatal temprana.","Tasa de mortalidad perinatal.","","1","Tasa de mortalidad infantil.","LEGISLACION","DERECHO"
"2024","22","El criterio común que deberá reunir toda experiencia para ser considerada una Buena Práctica con el que obtiene resultados positivos en condiciones reales se denomina:","Innovación.","Eficiencia.","Evaluación.","Efectividad.","","4","Efectividad.","LEGISLACION","DERECHO"
"2024","23","El Proyecto de Normalización de las Intervenciones para la Práctica de la Enfermería que pretende desarrollar un instrumento de mejora continua de la calidad de los cuidados de enfermería, se denomina:","Proyecto ENEAS.","Proyecto NIPE.","Proyecto SENECA.","Proyecto NOIPRE.","","2","Proyecto NIPE.","LEGISLACION","DERECHO"
"2024","24","Señale cuál es una técnica educativa de investigación en el aula utilizada en educación para la salud:","Panel de expertos.","Lectura con discusión.","Rejilla.","Simulación operativa.","","3","Rejilla.","LEGISLACION","DERECHO"
"2024","25","Cualquier factor identificado por personas, grupos y comunidades como apoyo para mantener y sostener la salud y el bienestar, se denomina:","Activo para la salud.","Recurso para la salud.","Agente comunitario.","Encuesta de salud.","","1","Activo para la salud.","LEGISLACION","DERECHO"
"2024","26","Señale la opción correcta:","Es un tipo de Diagnóstico en la Taxonomía II de la NANDA-I, el Diagnóstico de Promoción de la Salud.","Es un componente de los resultados NOC una escala Likert de 4 puntos.","En la Taxonomía II de la NANDA-I la clase es una esfera de actividad, estudio o interés.","Las NIC son los resultados obtenidos por el paciente.","","1","Es un tipo de Diagnóstico en la Taxonomía II de la NANDA-I, el Diagnóstico de Promoción de la Salud.","LEGISLACION","DERECHO"
"2024","27","¿Cuál de los siguientes es un método sistemático para organizar los datos obtenidos en la fase de valoración del Proceso de Atención de Enfermería?","Patrones funcionales de Salud de M. Gordon.","Relaciones Interpersonales de J. Watson.","Autocuidado de H. Peplau.","Cuidados transpersonales de D. Orem.","","1","Patrones funcionales de Salud de M. Gordon.","LEGISLACION","DERECHO"
"2024","28","¿Cuál no es una función básica del Equipo de Soporte de Atención Domiciliaria (ESAD)?","Apoyar a los Equipos de Atención Primaria en situaciones específicas de atención domiciliaria en Cuidados Paliativos.","Participar en actividades formativas en Cuidados Paliativos.","Atención Hospitalaria en Cuidados Paliativos.","Investigación en Cuidados Paliativos.","","3","Atención Hospitalaria en Cuidados Paliativos.","LEGISLACION","DERECHO"
"2024","29","¿Cómo se denomina la consulta realizada por iniciativa de un profesional sanitario para atender, con enfoque integral y biopsicosocial, problemas de salud complejos o crónicos, o para el seguimiento de determinados programas de salud incluidos en la cartera de servicios del centro de salud?","Consulta de urgencia.","Consulta administrativa.","Consulta programada.","Consulta a demanda.","","3","Consulta programada.","LEGISLACION","DERECHO"
"2024","30","¿Cuál de las siguientes no es una etapa de la teoría del desarrollo psicosocial de Erikson?","Confianza versus desconfianza.","Autoestima versus inseguridad.","Intimidad versus aislamiento.","Integridad versus desesperación.","","2","Autoestima versus inseguridad.","LEGISLACION","DERECHO"
"2024","31","La entrevista motivacional es un método clínico definido como una forma de guiar, colaborativa y centrada en la persona, con el objetivo de evocar y fortalecer la motivación para el cambio. Para desarrollarla, ¿cuál no es una habilidad?","Preguntas cerradas.","Validación.","Escucha reflexiva.","Sumarios.","","1","Preguntas cerradas.","LEGISLACION","DERECHO"
"2024","32","¿Cuál es el término utilizado para referirse a las vacunas que se deben administrar a personas de diferentes edades que no tienen documentadas en su historial de vacunación las vacunas recomendadas con las pautas correctas?","Calendario individualizado.","Calendario personalizado.","Calendario acelerado.","Calendario integrado.","","3","Calendario acelerado.","LEGISLACION","DERECHO"
"2024","33","Según el programa de cribado de cáncer de mama del Ministerio de Sanidad, señale la opción incorrecta:","La prueba de cribado para el cáncer de mama consiste en la realización de una mamografía.","La mamografía se realiza con una periodicidad anual.","Las mujeres de edades comprendidas entre 50 y 69 años son la población objetivo.","A las mujeres que cumplen criterios de alto riesgo personal o riesgo de cáncer familiar o hereditario se les realiza la valoración del riesgo individual y su seguimiento a través de protocolos de actuación específicos.","","2","La mamografía se realiza con una periodicidad anual.","LEGISLACION","DERECHO"
"2024","34","¿Cuál de los siguientes no es un determinante de la salud según Lalonde?","Estilos de vida.","Medio ambiente.","Renta per cápita.","Biología humana.","","3","Renta per cápita.","LEGISLACION","DERECHO"
"2024","35","Según la Estrategia de Promoción de la Salud y Prevención del SNS, señale cuál no es una recomendación de actividad física para las diferentes franjas de edad:","Población de 5-17 años: realizar una media de al menos 60 minutos al día de actividad física de intensidad moderada a vigorosa, fundamentalmente aeróbica.","Población adulta: realizar al menos entre 150 y 300 minutos de actividad física aeróbica moderada a la semana.","La actividad física debe adaptarse al estado de salud y capacidades.","Siempre que no exista alguna contraindicación física se recomienda que las embarazadas realicen al menos 60 minutos de actividad física moderada a lo largo de la semana.","","4","Siempre que no exista alguna contraindicación física se recomienda que las embarazadas realicen al menos 60 minutos de actividad física moderada a lo largo de la semana.","LEGISLACION","DERECHO"
"2024","36","¿Cuál de las siguientes afirmaciones es correcta si nos referimos al instrumento universal para el cribado de la malnutrición (MUST)?","Solo puede utilizarse en hospitales.","Se utiliza para identificar niños o adultos malnutridos, con riesgo de desnutrición u obesos.","Consta de 5 pasos.","Solo se puede realizar si se dispone de la estatura y peso reales.","","3","Consta de 5 pasos.","LEGISLACION","DERECHO"
"2024","37","En relación con la higiene de manos, y siguiendo las recomendaciones de Seguridad del Paciente del plan de Calidad para el SNS, señale la respuesta correcta:","Cuando las manos están sucias, el procedimiento de elección es la desinfección mediante preparados de base alcohólica.","El uso de guantes puede sustituir la higiene de manos.","Cuando las manos están contaminadas pero no hay suciedad visible, el procedimiento de elección es el lavado de manos con agua y jabón.","La higiene de manos hay que realizarla siempre antes y después de tocar al paciente, antes de realizar una técnica limpia/aséptica, después del riesgo de exposición a líquidos corporales y después del contacto con el entorno del paciente.","","4","La higiene de manos hay que realizarla siempre antes y después de tocar al paciente, antes de realizar una técnica limpia/aséptica, después del riesgo de exposición a líquidos corporales y después del contacto con el entorno del paciente.","LEGISLACION","DERECHO"
"2024","38","En relación con las características anatómicas del recién nacido, señale la opción incorrecta:","La piel presenta un vello denominado lanugo, menos evidente en los prematuros y que va desapareciendo en la primera semana de vida.","El recién nacido es macrocéfalo.","Al nacimiento son palpables dos fontanelas: la anterior o bregmática y la posterior o lambdoidea.","Las extremidades son cortas en comparación con el resto del cuerpo.","","1","La piel presenta un vello denominado lanugo, menos evidente en los prematuros y que va desapareciendo en la primera semana de vida.","LEGISLACION","DERECHO"
"2024","39","Señale la respuesta correcta en el manejo de la obstrucción de vía aérea por cuerpo extraño en pediatría siguiendo las recomendaciones del Consejo Europeo de Resucitación (ERC):","Si la tos es inefectiva y el niño está consciente, abrir la vía aérea, iniciar RCP.","Si la tos es inefectiva y el niño está inconsciente, alternar 5 golpes interescapulares con 5 compresiones abdominales o torácicas en el caso del lactante.","Cuando la tos es efectiva estimular la tos y vigilar la evolución de manera continua por si se produce deterioro.","Si la tos es efectiva, colocar en posición lateral de seguridad y vigilar evolución de manera continua por si se produce deterioro.","","3","Cuando la tos es efectiva estimular la tos y vigilar la evolución de manera continua por si se produce deterioro.","LEGISLACION","DERECHO"
"2024","40","Señale la opción incorrecta:","Las autolesiones son conductas deliberadas dirigidas a provocar un daño contra la propia persona.","El daño autodirigido que se da con las autolesiones tiene una relación directa con la intención suicida porque pretende causar la muerte, a corto o a largo plazo.","Las autolesiones son comportamientos que pueden presentarse de maneras muy distintas y con independencia de edad y género.","La mayoría de las personas que se autolesionan no tienen un diagnóstico de trastorno mental.","","2","El daño autodirigido que se da con las autolesiones tiene una relación directa con la intención suicida porque pretende causar la muerte, a corto o a largo plazo.","LEGISLACION","DERECHO"
"2024","41","¿Qué mecanismo de defensa describe el proceso por el cual las personas atribuyen sus propios pensamientos, sentimientos y motivos a otra persona?","Negación.","Proyección.","Represión.","Racionalización.","","2","Proyección.","LEGISLACION","DERECHO"
"2024","42","Señale la respuesta incorrecta:","Se recomienda el uso del diafragma asociado a espermicida para mejorar la efectividad de la anticoncepción.","Una de las ventajas del diafragma es que puede insertarse antes de la relación sexual, por lo que no la interrumpe.","Una vez terminado el coito hay que esperar al menos 6 horas para retirar el diafragma.","El diafragma no es reutilizable.","","4","El diafragma no es reutilizable.","LEGISLACION","DERECHO"
"2024","43","¿Cómo se denomina el envío a través del teléfono móvil u otro dispositivo con cámara, de fotografías o vídeos producidos por uno mismo con connotación sexual?","Sexting.","Groaming.","Stalking.","Sextorsión.","","1","Sexting.","LEGISLACION","DERECHO"
"2024","44","Según el Comité Asesor de Vacunas de la AEP, ¿cuál de las siguientes no es una de las vacunas recomendadas para todas las mujeres gestantes y en cada embarazo?","Gripe.","Triple vírica.","VRS.","Tosferina.","","2","Triple vírica.","LEGISLACION","DERECHO"
"2024","45","¿Cuál de las siguientes no es una recomendación para las mujeres que planifican un embarazo?","Dieta equilibrada en nutrientes y realización de ejercicio físico de manera habitual.","Evitar la sal yodada.","En mujeres que planifican su embarazo y presentan antecedentes de cesárea se aconseja esperar un mínimo de 18 meses hasta el siguiente parto.","Si se administra una vacuna viva atenuada, evitar la concepción en las cuatro semanas siguientes.","","2","Evitar la sal yodada.","LEGISLACION","DERECHO"
"2024","46","¿Cuál de las siguientes no es una escala para la valoración del riesgo de lesiones por presión?","Braden.","Waterlow.","St. Thomas.","Norton.","","3","St. Thomas.","LEGISLACION","DERECHO"
"2024","47","En relación con las necesidades hídricas en el anciano, señale la respuesta incorrecta:","En las personas mayores el agua ha de contemplarse como un nutriente esencial y de primer orden.","La percepción de sed está disminuida.","El agua tiene que ser muy rica en minerales.","No es necesario que toda la ingesta externa de líquidos se efectúe exclusivamente a expensas de agua, se pueden utilizar alternativas adaptándose a las apetencias individuales.","","3","El agua tiene que ser muy rica en minerales.","LEGISLACION","DERECHO"
"2024","48","¿Cuál de estas afirmaciones sobre los cuidados paliativos es incorrecta?","Integran los aspectos espirituales y psicológicos del cuidado del paciente.","Mejoran la calidad de vida de pacientes y familias que se enfrentan a los problemas asociados con enfermedades amenazantes para la vida.","No son aplicables de forma precoz en el curso de la enfermedad mientras se están aplicando tratamientos como la quimioterapia o radioterapia.","No aceleran ni retrasan la muerte.","","3","No son aplicables de forma precoz en el curso de la enfermedad mientras se están aplicando tratamientos como la quimioterapia o radioterapia.","LEGISLACION","DERECHO"
"2024","49","La vía subcutánea es una vía muy utilizada en cuidados paliativos. Señale la incorrecta en relación con su uso:","Es cómoda para los pacientes y no dificulta su movilidad.","Tiene un manejo dificultoso para los cuidadores no sanitarios en domicilio.","No precisa heparinización.","Permite combinaciones farmacológicas en infusores.","","2","Tiene un manejo dificultoso para los cuidadores no sanitarios en domicilio.","LEGISLACION","DERECHO"
"2024","50","Respecto a la RCP básica, y según las últimas guías del Consejo Europeo de Resucitación 2021, señale la opción incorrecta:","Cuando hay un solo reanimador se realizarán ciclos de 30 compresiones torácicas seguidas de 2 respiraciones.","Antes de iniciar las maniobras de RCP se debe avisar al Servicio de Emergencias.","Las compresiones se deben realizar en la mitad inferior del esternón.","Cuando hay dos o más reanimadores se realizarán ciclos de 15 compresiones por 1 respiración.","","4","Cuando hay dos o más reanimadores se realizarán ciclos de 15 compresiones por 1 respiración.","LEGISLACION","DERECHO"
"2024","51","Respecto a la intoxicación por heroína señale la opción incorrecta:","El antídoto que se emplea es la naloxona.","La midriasis es un signo característico.","Puede producir depresión respiratoria e hipotensión.","Los efectos depresores de la heroína se pueden agravar con el consumo de alcohol.","","2","La midriasis es un signo característico.","LEGISLACION","DERECHO"
"2024","52","La siguiente definición: ""Percepción que no corresponde a ningún estímulo físico externo pero que la persona siente como real y no puede controlar"", ¿a cuál de los siguientes conceptos corresponde?","Ilusión.","Alucinación.","Delirio.","Paranoia.","","2","Alucinación.","LEGISLACION","DERECHO"
"2024","53","¿Qué trastorno de la personalidad se caracteriza por el desapego social, dificultades para relacionarse, ser personas solitarias, retraídas, sin interés por las relaciones sexuales e indiferentes hacia las opiniones de los demás?","Trastorno de personalidad esquizoide.","Trastorno de personalidad esquizotípico.","Trastorno de personalidad antisocial.","Trastorno límite de personalidad.","","1","Trastorno de personalidad esquizoide.","LEGISLACION","DERECHO"
"2024","54","¿Cuál de las siguientes enfermedades está provocada por un protozoo?","Cólera.","Malaria.","Colitis Pseudomembranosa.","Tétanos.","","2","Malaria.","LEGISLACION","DERECHO"
"2024","55","Una cirugía en la que hay una penetración controlada en el aparato respiratorio, digestivo o genitourinario, con contacto con la flora autóctona pero sin contaminación importante (no hay un derrame importante de su contenido), ¿qué tipo de cirugía es según el grado de limpieza y contaminación?","Sucia o infectada.","Limpia.","Limpia-contaminada.","Contaminada.","","3","Limpia-contaminada.","LEGISLACION","DERECHO"
"2024","56","De los siguientes tipos de drenaje, indique cuál es un drenaje activo:","Jackson-Pratt®.","Penrose.","Tubo de Kher.","Todas las respuestas son correctas.","","1","Jackson-Pratt®.","LEGISLACION","DERECHO"
"2024","57","En un paciente que presenta una úlcera por presión con abundante tejido desvitalizado en su lecho y con la intención de ir retirándolo, aplicamos un apósito de cura en ambiente húmedo, ¿qué tipo de desbridamiento estaremos utilizando?","Enzimático.","Protector.","Autolítico.","Biológico.","","3","Autolítico.","LEGISLACION","DERECHO"
"2024","58","En pacientes quemados se usa la Regla de los Nueve de Wallace para valorar el porcentaje de superficie quemada. Señale la afirmación incorrecta:","Este método no es válido para niños por su mayor superficie craneal y tener los brazos y piernas más cortos.","Cada brazo se considera que tiene un 9% de la superficie corporal.","El tronco anterior ocupa el 18% de la superficie corporal.","Las piernas (sumando las dos) ocupan el 44% de la superficie corporal.","","4","Las piernas (sumando las dos) ocupan el 44% de la superficie corporal.","LEGISLACION","DERECHO"
"2024","59","En relación con el signo de Babinski, señale la opción incorrecta:","Es una respuesta normal en niños menores de dos años.","Puede indicar una lesión en el sistema nervioso central en personas adultas.","Consiste en que al aplicar un objeto romo sobre el borde externo de la planta del pie se provoca una extensión del primer dedo y la apertura en abanico del resto de los dedos.","Se produce en casos de irritación meníngea.","","4","Se produce en casos de irritación meníngea.","LEGISLACION","DERECHO"
"2024","60","La triada de Cushing son un conjunto de signos que se producen cuando hay un aumento de la presión intracraneal, ¿qué elemento está incluido en esa triada?","Hipotensión.","Bradicardia.","Midriasis.","Fiebre.","","2","Bradicardia.","LEGISLACION","DERECHO"
"2024","61","¿Qué tipo de respiración se define como: una sucesión de ciclos de hiperventilación seguidos por periodos de apnea. En cada ciclo la profundidad de la respiración va aumentando gradualmente hasta un máximo y luego vuelve a descender hasta llegar a la apnea?","Respiración de Biot.","Respiración de Kussmaul.","Respiración de Cheyne-Stokes.","Eupnea.","","3","Respiración de Cheyne-Stokes.","LEGISLACION","DERECHO"
"2024","62","Respecto a la espirometría, ¿cuál de las siguientes afirmaciones es correcta?","El volumen corriente es el volumen de aire que se moviliza en una respiración normal. Su valor normal en el adulto es aproximadamente de 1500 ml.","El volumen residual es el volumen de aire que queda en los pulmones después de una inspiración máxima.","La capacidad pulmonar total es el volumen máximo de aire que cabe en los pulmones.","Todas las respuestas son correctas.","","3","La capacidad pulmonar total es el volumen máximo de aire que cabe en los pulmones.","LEGISLACION","DERECHO"
"2024","63","En el registro electrocardiográfico la presencia de onda Q patológica nos debe hacer sospechar:","Presencia de necrosis miocárdica.","Isquemia cardíaca.","Bloqueo de rama derecha.","Pericarditis.","","1","Presencia de necrosis miocárdica.","LEGISLACION","DERECHO"
"2024","64","Son síntomas característicos de insuficiencia cardíaca derecha. Señale la opción incorrecta:","Edemas bilaterales en miembros inferiores.","Hepatomegalia.","Ingurgitación yugular.","Edema agudo de pulmón.","","4","Edema agudo de pulmón.","LEGISLACION","DERECHO"
"2024","65","La pérdida involuntaria de orina asociada a una sobredistensión de la vejiga y que es secundaria a una retención urinaria, ¿cómo se denomina?","Incontinencia urinaria por rebosamiento.","Incontinencia urinaria funcional.","Incontinencia urinaria postmiccional.","Incontinencia urinaria mixta.","","1","Incontinencia urinaria por rebosamiento.","LEGISLACION","DERECHO"
"2024","66","En un paciente que tras la realización de una gasometría se obtienen los siguientes parámetros: pH 7,48, PCO2 33 mm Hg y HCO3 24 mEq/L, ¿qué tipo de alteración del equilibrio ácido base presenta?","Acidosis respiratoria.","Alcalosis respiratoria.","Acidosis metabólica.","Alcalosis metabólica.","","2","Alcalosis respiratoria.","LEGISLACION","DERECHO"
"2024","67","Indique la opción incorrecta en relación con la obesidad sarcopénica:","Se corresponde al aumento de la masa grasa en contraste con una disminución de la masa magra (muscular).","Se corresponde al aumento de la masa magra (muscular) en contraste con una disminución de la masa grasa.","Es importante mantener una ingesta calórica adecuada, haciendo especial énfasis en el aporte de proteínas.","Se asocia a una mayor tasa de caídas, fracturas, peor calidad de vida y mayor mortalidad.","","2","Se corresponde al aumento de la masa magra (muscular) en contraste con una disminución de la masa grasa.","LEGISLACION","DERECHO"
"2024","68","En relación con la esteatosis hepática metabólica (EHmet), señale la respuesta incorrecta:","Es una enfermedad clínicamente heterogénea que cursa con la acumulación de grasa en el hígado.","Dentro de los factores de riesgo de mayor influencia para desarrollar una EHmet se encuentran la obesidad y el síndrome metabólico.","Las modificaciones en la dieta y el estilo de vida son el pilar del tratamiento fundamental de esta enfermedad.","Dentro de las recomendaciones dietéticas se encuentra elevar el consumo de grasas saturadas y el consumo moderado de alcohol.","","4","Dentro de las recomendaciones dietéticas se encuentra elevar el consumo de grasas saturadas y el consumo moderado de alcohol.","LEGISLACION","DERECHO"
"2024","69","En relación con el volet costal, indique la respuesta incorrecta:","Es la fractura de tres o más costillas en más de dos segmentos de su longitud.","Ocasiona un fenómeno paradójico en la caja torácica colapsándola en inspiración y extendiendo en espiración.","Ocasiona un fenómeno paradójico en la caja torácica colapsándola en espiración y extendiendo en inspiración.","También se denomina tórax inestable o tórax batiente.","","3","Ocasiona un fenómeno paradójico en la caja torácica colapsándola en espiración y extendiendo en inspiración.","LEGISLACION","DERECHO"
"2024","70","En relación con los pasos a seguir para el cambio de dispositivo de ostomía, señale la opción incorrecta:","Despegar el dispositivo con delicadeza, de arriba a abajo, sujetando la piel con la otra mano para evitar dermatitis traumáticas.","Lavado con agua tibia, jabón y esponja suave (no es necesario limpiar con suero). No usar alcohol ni desinfectantes sobre el estoma.","Secar con secador y rasurar si hay vello en la zona de colocación del dispositivo.","Se recomienda al paciente con colostomía o ileostomía que el cambio de dispositivo lo realice en ayunas o lo realice tras 1 hora y media desde la ingesta de comida.","","3","Secar con secador y rasurar si hay vello en la zona de colocación del dispositivo.","LEGISLACION","DERECHO"
"2024","71","En relación con la colangitis aguda, ¿cómo se denomina la triada que se caracteriza por las manifestaciones clínicas de dolor abdominal, ictericia y fiebre?","Triada de Virchow.","Triada de Charcot.","Triada de Beck.","Triada de Herbst.","","2","Triada de Charcot.","LEGISLACION","DERECHO"
"2024","72","¿Cómo se denomina el dolor provocado por un estímulo que, en condiciones normales, no lo provoca?","Alodinia.","Tricomegalia.","Rabdomiólisis.","Adenomiosis.","","1","Alodinia.","LEGISLACION","DERECHO"
"2024","73","¿Cuál de las siguientes opciones no es una enfermedad ocular asociada a la edad?","Cataratas.","Manchas flotantes.","Ojo seco.","Síndrome de Ménière.","","4","Síndrome de Ménière.","LEGISLACION","DERECHO"
"2024","74","En relación con la disgeusia señale la respuesta correcta:","Consiste en el cambio en la percepción del sabor de los alimentos, desde la aparición de un sabor metálico, amargo u otros sabores, hasta la ausencia total del gusto (ageusia).","Se recomienda al paciente que utilice cubiertos metálicos y evite los de plástico o madera.","Se recomienda al paciente que sustituya las carnes de pollo y pavo por las carnes rojas.","a) y c) son correctas.","","1","Consiste en el cambio en la percepción del sabor de los alimentos, desde la aparición de un sabor metálico, amargo u otros sabores, hasta la ausencia total del gusto (ageusia).","LEGISLACION","DERECHO"
"2024","75","¿Cómo se denomina la técnica que consiste en la infusión de sueros en el tejido subcutáneo a través de una aguja o catéter?","Hipodermoclisis.","Hidroterapia.","Crioterapia.","Hiperdermoclisis.","","1","Hipodermoclisis.","LEGISLACION","DERECHO"
"2024","76","Dentro de las recomendaciones de cuidados de la piel a los pacientes en tratamiento con radioterapia, señale la respuesta incorrecta:","Utilizar productos de limpieza suaves que respeten el equilibrio natural del pH de la piel.","Acudir a las sesiones de radioterapia con aplicación de crema hidratante 15 minutos antes de la sesión.","Evitar en las zonas a tratar el uso de productos como colonias, perfumes, lociones aromatizantes o productos con elementos metálicos que puedan provocar irritaciones en la piel.","No exponer la zona radiada al sol durante el tratamiento y al menos durante el primer año tras la finalización del mismo.","","2","Acudir a las sesiones de radioterapia con aplicación de crema hidratante 15 minutos antes de la sesión.","LEGISLACION","DERECHO"
"2024","77","La enfermera del Equipo de Terapia Intravenosa ha colocado esta mañana un Catéter Central de Inserción Periférica (PICC) a un paciente oncológico. Ha sido comprobada la posición correcta de la punta del catéter. El paciente tiene programado a las 16 horas la administración de un tratamiento quimioterápico. Señale la respuesta correcta:","El tratamiento quimioterápico podrá ser administrado a través del catéter PICC.","El tratamiento debe ser reprogramado ya que el PICC no puede ser utilizado hasta que hayan pasado más de 24 horas desde su implantación.","El tratamiento quimioterápico solo se administrará a través del catéter PICC si dispone de más de una luz.","El catéter PICC no es una vía de elección en la administración de tratamientos quimioterápicos.","","1","El tratamiento quimioterápico podrá ser administrado a través del catéter PICC.","LEGISLACION","DERECHO"
